Order,Member,GRC,Date,Speech
1096,Cheryl Chan Wei Ling,East Coast,28/2/2022,"Supply chain bottlenecks have been a pertinent issue in 2021, exacerbating in the last quarter with a spillover that may persist through a large part of 2022. The supply chain effects result in rising pressure on all fronts that touches the lives of every individual, from food, transport, utilities and more. With more severe weather patterns occurring globally and unstable political situations, the likelihood of an end to escalating inflation and costs are nowhere in sight. "
1097,Cheryl Chan Wei Ling,East Coast,28/2/2022,"Singapore’s scarcity of natural resources and heavy reliance on imports for necessities from food to energy, meant the impetus to re-design our supply chains and buffers to better weather the inflation due to shortages from time to time is critical. "
1098,Cheryl Chan Wei Ling,East Coast,28/2/2022,"I am certain the agencies have thought about this, the need for diversification and the vulnerabilities of not doing so, as illustrated in the creation of NEWater and the 30 by 30 plan. But what I am suggesting is for a more concerted and focused approach by looking across the entire value chain and deepening our access of capabilities into the critical elements of each part of the value chain. "
1099,Cheryl Chan Wei Ling,East Coast,28/2/2022,"In building these capabilities, a more intentional effort to scale up the number of local enterprises, bringing their expertise international and to better export Singapore's brand beyond education and governance. Due credit is to be given to Enterprise Singapore for its efforts in helping local enterprises internationalise and assisting the start-ups. The next steps would be increasing the number and breadth of the different types of enterprises to enable them to create a value chain with scale that can truly create an impact to Singapore’s ability in being more self-reliant, especially in the strategic industries."
1100,Cheryl Chan Wei Ling,East Coast,28/2/2022,"While these companies' international growth is important to us, the larger benefit of their growth is the ability to tap on the resources of raw materials, labour and produce overseas to secure the supply for needs back in Singapore. There have been some successful enterprises like PSA, CapitaLand and many others, who have scaled its international operations over the years and are able to compete internationally. We need more of them and the group of enterprises to create different value chains that are significant to our own supply needs. "
1101,Cheryl Chan Wei Ling,East Coast,28/2/2022,"To illustrate this, I would use an example of the food industry. The 30 by 30 plan today outlined the focus on the supply of 30% of our nutritional needs by 2030, but it does not include how we are looking at the food volume supply. In expanding the food supplies, we need to look beyond just basic procurement of supplies. Instead, help local enterprises to scale with partnership models in Southeast Asia or countries where there are swathes of land for agriculture, but they require technology to increase the yield. This would help to enable faster experimenting the growth of different crops and allow us for expansion in future, when our local shores are constrained by land availability.  "
1102,Cheryl Chan Wei Ling,East Coast,28/2/2022,The second area I would like to touch on is to increase workers’ ability to have more active incomes. 
1103,Cheryl Chan Wei Ling,East Coast,28/2/2022,"Most people are familiar with the concept of active income during their working years until retirement. But with longer life expectancy and later retirement age, the challenge we face is multi-faceted. Often, we hear feedback about ageism at the workplace, a lack of work scope redesign that caters for part-time work, returnees from expatriate postings overseas that are unable to find suitable roles due to seniority and so on. "
1104,Cheryl Chan Wei Ling,East Coast,28/2/2022,"As the world becomes more volatile and uncertain, the possibility of a young worker’s career being truncated or relocated due to the competitive external climate and remote nature of work is looming. Thus, I am glad that we continue to invest in the skills and ensuring our workers' relevance in the workforce. Over the years, much has been done to support the upskilling of workers through SkillsFuture and SGUnited Mid-Career Programmes. However, beyond that, what can be done to provide supplemental pathways to enable our workers to have additional income streams beyond their day job? In picking up freelance roles, it will also allow flexibility in learning new skills, augment their savings and buffer the slack in the workforce. For this, I do not mean those in the gig economy that are doing some of the freelance work about deliveries and those where we think more in the blue collar, but really more those in the professional sense, because age will not become a barrier for these individuals and professionals who choose to continue working in the gig economy after the official retirement age. "
1105,Cheryl Chan Wei Ling,East Coast,28/2/2022," In my previous speeches, I have also raised the need to provide micro jobs for the seniors and the special needs community to better allow more flexibility to provide them a sense of dignity in the road to independence. Could we consider how to expand the scale of micro jobs to fit the needs of part-time workers where women with family care duties and senior workers can also better participate in the workforce? "
1106,Cheryl Chan Wei Ling,East Coast,28/2/2022,"Beyond the need for financial retirement adequacy, our ability to increase the worker’s ability to have more active income till later years will enable them to be active mentally and physically for a much longer time and such interactions will only help lower their need for healthcare services and thus expenses. While it is not uncommon for senior executives to take on advisory roles during retirement, could this practice be expanded to a greater portion of the workforce? From the expat returnees guiding local enterprises that are looking for internationalisation opportunities or for them to mentor companies by domain expertise or their area of interest, their wealth of experience and network will benefit the ecosystem. This would involve a whole-of-society approach and a change in mindset as to how they perceive their golden years to be. From a time to enjoy one’s retirement – of course, I am not saying that they cannot; they could if they choose to – to another tranche of lifestyle where there is a transfer of knowledge from one generation to another. "
1107,Cheryl Chan Wei Ling,East Coast,28/2/2022,"Lastly, balancing the taxation structure and intensifying the use of existing resources."
1108,Cheryl Chan Wei Ling,East Coast,28/2/2022,"Rising cost of living also impacts us as a nation as the Government expenditures increase due to sociological changes in demographics and inflation. While Singapore’s comparative advantage is in skilled labour and expertise and the ability to attract investments due to our stable socio-economic-political climate, it also similarly exposes the risks we as a nation face. "
1109,Cheryl Chan Wei Ling,East Coast,28/2/2022,"The recent Budget by Minister Lawrence Wong outlined new strategies in generating government revenues, primarily through progressive taxation on different income tiers. While this approach may help to enable a more inclusive and equitable society over time, we still run the risk of not being able to address the return of funds into our reserve that we have dipped into nor cover the Budget deficits. Also, many of the highly skilled labour and multinational corporations are global citizens in nature. They have the ability to relocate or offshore services as long as the conditions and the new host countries are palatable. This undeniably would have an impact on our Government revenues in the long run and there will be new constraints or challenges to raise corporate taxes unreservedly. "
1110,Cheryl Chan Wei Ling,East Coast,28/2/2022," As we rethink our nation’s taxation structure, it is equally sensible to be prudent in our use of funds and resources as well. This involves creative solutioning to problems, existing problems and new ones, working with existing resources and infrastructures instead of investing in new ones each and every time we think of solving a problem. In the longer term, it involves looking at the social compact and the partnerships between the Government and citizens, including the ones with private sectors as we move towards the green transition. "
1111,Cheryl Chan Wei Ling,East Coast,28/2/2022,"To surmise, Sir, with Singapore’s reliance on imports for resources, inflation and by extension, the rising cost of living would be a constant fixture in the years ahead. The way to more holistically manage this issue sustainably, in my opinion, is for us to adopt a whole-of-Government and perhaps even a whole-of-society approach. We need to become more increasingly sustainable for our own basic necessities and having some degree of independence for strategic resources by being prudent and intentional in our use of existing resources in solving our country’s problems."
1112,Cheryl Chan Wei Ling,East Coast,28/2/2022,"I will end off with a quote from Charles Darwin: “It is not the strongest of the species that survive, nor the most intelligent, but the one that is more responsive to change.” I believe Singapore and Singaporeans have the ability to do so. With that, Sir, I rise in support of the Budget."
1113,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Mr Deputy Speaker, Sir, I will share three perspectives on the Budget. First, what this Budget is essentially about. Second, what we should do less of. And finally, what more can we do, to build up the Singapore we love. "
1114,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Mr Deputy Speaker, Sir, as we emerge from the worst of the pandemic, we will have to increase Government spending, to strengthen our social compact and to create opportunities and growth. Managing the budget is a zero sum game. We consume public resources, therefore we need to pay for it. Yet, the idea of increasing taxes to fund programmes evokes resistance."
1115,Yip Hon Weng,Yio Chu Kang,28/2/2022,"In reality, revenue and expenditure are two sides of the same coin. To spend without regard for revenue, is not sustainable for the future. The question is how to raise revenue from taxes, in a fair and equitable way. One method is through a progressive tax system. This means that the wealthy and higher income earners will pay more taxes. This is a slight shift from previous Budgets in the direction of fairness and inclusivity. It brings to life our claims of a new social compact. "
1116,Yip Hon Weng,Yio Chu Kang,28/2/2022,"But we must strike a balance. There will always be populist calls for wealth taxes. But if we push the narrative that the wealthy are responsible for driving inequality, we risk provoking resentment and jealousy, against those who may have accumulated wealth through hard work and sacrifices. This will only further polarise society. Our current revenue structure is a balanced one, where ultimately, everyone contributes taxes, but those who are richer contribute more. "
1117,Yip Hon Weng,Yio Chu Kang,28/2/2022,"For the less privileged, I have raised concerns about the GST hike on previous occasions in Parliament. I shared my residents’ sentiments that the GST hike should only be implemented after the job market stabilises. I am heartened that the Government has listened to the ground feedback. It has not only delayed the GST implementation, but has staggered it over two years. This gives more time for the job market and economy to adapt and prepare. I have also previously asked whether additional assistance would be provided on top of the Assurance Package and the GST Voucher scheme. I am pleased that the Government will continue to absorb GST on essentials like healthcare and education. Permanent schemes like the Workfare Income Supplement and the GST Voucher schemes are also enhanced. Overall, it is a fair and comprehensive Budget with an eye for the future. "
1118,Yip Hon Weng,Yio Chu Kang,28/2/2022,"But, Mr Deputy Speaker, Sir, doing more for our people does not necessarily mean we should spend more. Instead, we should challenge ourselves and think hard about what we should spend less on. This is quite a contrarian view, as the Budget is a time when we discuss how Government will increase spending in various areas. The hard truth is that while it is good to have everything, our resources are finite. We should reduce non-essential, duplicative and non-strategic initiatives. "
1119,Yip Hon Weng,Yio Chu Kang,28/2/2022,"One tangible example is road works. Roads are often dug up and closed for various types of works, ranging from the installation of broadband cables, water pipes to electrical cables and so on. They never seem to end. Many of the works are certainly necessary. However, can we coordinate better amongst the agencies for a fixed period, where the road is dug up and all are repaired at that time? Moreover, frequent road closures slow down traffic, adding to inefficiencies."
1120,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Another example is the numerous Government apps and websites sometimes offering similar services. The more there are, the more maintenance is needed. It also inconveniences residents who have to navigate numerous websites and install many apps on their phones. Can we take some inspiration from the UK government, which consolidated their 300 over websites into one in 15 months? "
1121,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Being prudent with finances is a virtue that is not incentivised enough. When a department receives a budget, the goal purportedly is to spend it all. The common mentality is that having surpluses would imply that the department did not work hard enough, and need to find new areas to work on. We need to stop linking expenditure with KPIs. Ministries should not feel guilty about having excess money to return to the coffers. In fact, the Government should throw a grand challenge – create an award and recognise Ministries that best reduce their expenditure, streamline their operations and cut out non-essential projects. The savings can go to the people or be used for more important areas and social programmes. "
1122,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Mr Deputy Speaker, Sir, one important area which we will certainly need to do more for is for our seniors. We are a rapidly ageing society. The provision of minimum protections around risks like illnesses, unemployment and old age are better shared by society and the community, rather than individuals, families or employers. I have three suggestions."
1123,Yip Hon Weng,Yio Chu Kang,28/2/2022,"First, Mr Deputy Speaker, Sir, we want our seniors to live well. One particular area is to facilitate meaningful employment for our seniors, who wish to work. I applaud the raising of CPF contribution rates for senior workers. But we need to go beyond monetary incentives. "
1124,Yip Hon Weng,Yio Chu Kang,28/2/2022," I wish to reiterate my hopes for the Government to play a bigger role in promoting micro jobs. Many Members have shared about this earlier. For example, to offer integrated search and listing platforms, with accreditation and training available for persons who may want to take up micro jobs in the community, such as healthcare assistants and babysitting. "
1125,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Next, focus on job redesign by allowing employers to hire and retain senior staff in the long-term. We need to look into stronger support for workplace redesign for senior workers. How many companies have made use of the Job Redesign Grants for older workers? Will the Government take on a more proactive approach to coax and compel companies to move in the right direction? "
1126,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Second, Mr Deputy Speaker, Sir, for those seniors who are frail and cannot work, we must ensure that we can better care for them. From my conversations with my residents, care navigation in Singapore has room for improvement. Today, Government agencies like MOH and MSF often focus on policy and administrative matters and devolve the actual provision of care to various social service agencies, or SSAs. Yet, some of these organisations have limited resources. They may also not be equipped to deal with clients saddled with multiple co-morbidities and complex social issues."
1127,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Having choices and a lack of clear information complicates matters for caregivers trying to find the most suitable and affordable formal care service for their family’s needs. We need a simple platform that integrates all available resources and service providers, for caregivers to seek out all the available options and do their own cost-benefit analysis. Ultimately, we need an integrated care system that works on the ground. This means better sharing of information, care plans, resources, networks and financial support schemes. Caregivers need only to browse this one-stop centre to have all their concerns addressed. "
1128,Yip Hon Weng,Yio Chu Kang,28/2/2022,"A Yio Chu Kang resident Mr K confided that he gave up his career and went into full time caregiving to both his aged parents. The burden fell upon him as he was the only son. He did not feel safe leaving his parents in the care of a foreign domestic worker, who may neither have the professional experience nor temperament to care for the elderly with special needs. He does not regret the decision, but it is no doubt a setback for his career. Most of us would agree that caregivers like Mr K should be applauded for prioritising family over career. But we should not take the sacrifices of caregivers for granted. As a society, we must do more to uplift caregivers. "
1129,Yip Hon Weng,Yio Chu Kang,28/2/2022,"Lastly, Mr Deputy Speaker, Sir, we need to help seniors at the end of life to leave well. In my past experience working in the healthcare sector, I see how people die badly. They die in pain, with tubes connected to all parts of their bodies in a sterile hospital environment, just to have life extended by days and at max, by weeks. It is a torture, both for the individual as well as for the families. We need to facilitate their departure to be as comfortable as possible, and for them, to live out their remaining lives with dignity. "
1130,Yip Hon Weng,Yio Chu Kang,28/2/2022,"We must push for higher standards of palliative care. Only four in 10 of healthcare professionals received training in palliative care, according to a 2021 survey. Consequently, most healthcare professionals did not feel prepared to give palliative care. The Singapore Hospice Council is doing good work and they are developing a training framework on palliative care. Will the Government provide more resources and funding to support this effort? How will the Government take the lead to improve the quality of palliative care and to generate more awareness in Singapore? "
1131,Yip Hon Weng,Yio Chu Kang,28/2/2022,"In conclusion, Mr Deputy Speaker, Sir, the pandemic has posed many challenges to our society over the past two years. Our Budget is well-balanced and provides a path forward as we emerge from COVID-19."
1132,Yip Hon Weng,Yio Chu Kang,28/2/2022,"To be prudent, we should reflect on what we can spend less on – cut waste, reduce redundancies and for the Government to coordinate better. Resources should be channelled to areas where more help is needed. "
1133,Yip Hon Weng,Yio Chu Kang,28/2/2022,"One clear area is in caring for an ageing population. The signs are already here. We may be an ageing society, but what we face need not be a ""silver tsunami"". It can be a ""silver fountain"" – one of vitality and productive longevity, where we all keep well, age well, and die well. I support the Budget."
1134,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Thank you, Mr Speaker, Sir. The past two years had us tackling the immediate challenge of protecting lives and livelihoods during the pandemic while building on the foundations of an economically vibrant, socially cohesive and sustainable Singapore for us to call home.  "
1135,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"In many countries, the pandemic had exposed cracks and divisions within society. There are those against being masked, as well as anti-vaxxers, voicing out against measures amidst the pandemic. What made us different? The difference was our coming together as a united society, helping each other in these exceptional times. We understood we had a responsibility and the part to play for the greater good of public health. "
1136,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Volunteers reached out, especially to seniors staying-alone, encouraging vaccination and ensuring the seniors do not feel isolated amidst the pandemic. Grassroot organisations distributed care packs, masks, assisted in COVID-19 Support Grants and organised career fairs for those that lost their jobs. Private organisations such as Ghifari Network, helped to obtain and distribute care packs including for the migrant workers. Industries supported each other such as aerospace workers supporting vaccination centres. Companies took in mid-career workers switching from challenged industries through the SGUnited Mid-Career Pathways Programme. There are many more instances where things could have been much worse, but by coming together and helping one another we have emerged from this pandemic stronger. "
1137,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"However, there remains many challenges ahead. The situation in East Europe reminds us peace is fragile. The global economy is more competitive and digitalised. Climate change continues to threaten the world. We are one of the fastest ageing populations in the world with one in four Singaporeans above the age of 65 by 2030. As we emerge from this pandemic, we must position Singapore for the challenges and opportunities that lie ahead."
1138,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"We are at an inflexion point in our history. It is for us to define how we want to grow as a society in this next phase. We must reaffirm our commitment for progress in an inclusive society. We must continue to impart the right values to the next generation. Our ageing population would increase the demand for healthcare and social care. How do we, as a society care for our seniors? How do we, support our less-privileged families and our low-wage workers? How do we continue to improve the lives of all Singaporean by growing our economy and staying relevant in an increasingly competitive global economy? How do we manage work-life harmony in a future work environment that blurs the line between work and home? How do we contribute to global efforts in tackling climate change?"
1139,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"These are all pertinent questions we must answer but our means to provide resources for these will come under great strain as the ratio of our working population supporting aged dependents decreases. We can only get through this stronger if we remain united, helping and working together to ensure that the outcome is greater than the sum of all our efforts.  "
1140,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Mr Speaker, Sir, this is a balanced Budget. We continue to provide support for workers, businesses and households in tackling the immediate challenges due to the pandemic while positioning ourselves to be future-ready by continuing our journey in transforming our businesses, developing new capabilities and investing in our people. "
1141,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"This Budget also reaffirms our societal commitment towards inclusive growth: caring for our seniors, assisting our low-wage workers and preparing for increased healthcare and social care needs. Do we leave individuals to find their own way, or do we as a society collectively agree to provide stepping ladders for those in need?"
1142,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"That being said Mr Speaker, Sir, I do worry that this is our third consecutive year running a Budget deficit and we will be digging into our reserves yet again. I have a few points for clarification."
1143,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Firstly, on GST and how can we protect our residents by preventing profiteering from the GST increase? Secondly, in light of the challenges ahead, how do we remain relevant in the global economy and drive sector-specific industry transformation? And thirdly, how do we ensure inclusive growth for all?"
1144,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"One of the concerns that has been echoed by residents is how do we prevent businesses profiteering from the GST increase at the expense of the consumers? A Pasir Ris resident, Mr Wong, shared that he worries businesses will increase prices disproportionately at each GST hike in 2023 and 2024. The outcome will result in a disproportionate increase in cost that is borne only by the end consumer. How can we prevent businesses from passing costs straight to consumers instead of everyone shouldering a bit of the pain?"
1145,Sharael Taha,Pasir Ris-Punggol,1/3/2022,Can I also seek clarification from the Minister on how the Committee against Profiteering will be implemented and how will it address concerns of businesses perceived to be profiteering from the GST increase?
1146,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"How can the Committee against Profiteering identify the singular cause of price increase and hence, identify businesses profiteering from GST in light of increasing cost of supplies, rental, labour, energy in addition to the step increases in GST? How can we ensure the committee is effective in protecting our residents?"
1147,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Moving beyond GST, In light of our future challenges, how do we remain relevant in the global economy and drive sector-specific industry transformation? It was previously mentioned that the Industry Transformation Maps (ITMs) will be refreshed by this year to meet the accelerated changes brought about by the pandemic. What is the progress of the ITM refresh?"
1148,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"And given that in this year's Budget, a lot of additional resource is provided to bring about business transformation, how do we ensure companies develop capabilities in line with the refreshed ITMs to take full advantage of the opportunities available in the industry? How will the economic transformation efforts be integrated more closely with the National Research, Innovation and Enterprise (RIE) 2025 plans? Will the ITM Refresh consider workplace transformation and specifically address the upskilling, retraining and hiring of mature workers, workers with disabilities and other vulnerable workers for an inclusive transformation of the industries? How can we leverage on the 811 company training committees (CTSs) set up by NTUC and its affiliated unions to identify the training and skills workers need to keep up with the transformation. Will there be a clear direction on how to enhance sustainability efforts in our ITM Refresh? For example, in the aerospace ITM Refresh, what will be our direction on sustainability activities such as sustainable aviation fuels, electric hydrogen or hybrid propulsion. How will electric vehicles feature in our land transport industry transformation?"
1149,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"As we position ourselves for the challenges and opportunities ahead and transform our industry, I am heartened that in this Budget, we have provisioned significant resources to renew and strengthen our social compact. Our efforts to uplift low-wage workers have been ongoing for the past decade and I believe we can continue to do more to support our low-wage workers. It is important to ensure that productivity continues to improve so that wage growth is sustainable. If real productivity is not achieved, there is a risk wage growth would drive up costs and make us less competitive in the global market. The key to sustainable wage growth is upgrading workers' skills to ensure our workers maintain a good job, earn a good wage and have the opportunity to earn more."
1150,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"In this Budget, we have apportioned significant resources such as $200 million for building digital capability and increasing the capacity at Polytechnics and ITE centres to engage in technology. We will also invest in an additional $100 million to support NTUC to scale up CTCs and introduce new grants to support transformation plans."
1151,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"How can we encourage and support SMEs to transform their businesses so that lower-wage workers can be deployed more productively, with more scope for progression? How can we get business associations to support more SMEs?"
1152,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"I am heartened that Progressive Wage Model (PWM) will be extended and wage increase for low-wage workers will be co-funded under the Progressive Wage Credit Scheme. This will be further boosted by the Enhance Workfare Income Supplement Scheme. The qualifying monthly income cap for this scheme has been raised, age eligibility has been extended and the payouts increased especially for people with disabilities. "
1153,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"While Companies transform to drive real productivity growth, how do we encourage low-wage workers to continuously upskill and upgrade? Can we consider a yearly workfare income supplement ""bonus"" or tiered supplement scheme if the worker utilise his SkillsFuture credit or attend training and courses yearly to upgrade himself or herself?"
1154,Sharael Taha,Pasir Ris-Punggol,1/3/2022,Disadvantaged platform workers also need assistance to meet their housing and retirement needs as well as with getting an adequate amount of baseline coverage for work injuries. Will MOM be able to provide an update on discussions at the Advisory Committee on Platform Workers? 
1155,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Inclusive growth should create opportunities for seniors, workers with special needs and those with caregiving responsibilities. With the increasing prevalence of Flexible Work Arrangements including work hours, how will MOM encourage employers to sustain these arrangements? Can we create second careers for our seniors who are still able and willing to work but do not want to work full-time? Can the Ministry consider promoting flexible work arrangement, flexible work hours and work-sharing to create opportunities for these individuals? "
1156,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Even as we make adjustments to foreign worker policies, to increase its effectiveness, we must progress on fair employment opportunities. How are we progressing at legislating TAFEP guidelines to ensure fair employment practices and treatment at the workplace?"
1157,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Beyond supporting our workers, we must also ensure that students from all background are given equal opportunities to excel in the skills-based economy. How is our education system preparing our students for employment in a skills-based economy? For students in our ITEs and Polytechnics, can MOE consider apprenticeship schemes where students can work with experienced staff from industry partners, learning job-specific skills and gaining applied competency? Mr Speaker, in Malay, please."
1158,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"(In Malay): In the future, Singapore will face an ageing population, with one in four Singaporeans above the age of 65 by 2030. We also believe that we need to continue to help senior citizens and less fortunate families in our society. This means that our healthcare and social needs will increase, while the resources required to support the increase will be limited.   "
1159,Sharael Taha,Pasir Ris-Punggol,1/3/2022,I am heartened that this Budget shows that we remain committed to inclusive economic growth. The KidSTART and UPLIFT programmes will be expanded further to help more underprivileged students. The Progressive Wage Model will be extended to other industries and wage increases for low-wage workers will be co-funded under the Progressive Wage Credit Scheme.   
1160,Sharael Taha,Pasir Ris-Punggol,1/3/2022," The Workfare Income Supplement scheme will also be enhanced. The qualifying monthly income cap for the scheme has been raised, the age eligibility has been extended and the payout increased especially for persons with disabilities. These programmes, among others, aim to ensure a fair and inclusive Singapore.   "
1161,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"This Budget is a balanced budget, which provides support to workers, businesses and households to tackle the challenges due to the pandemic, and at the same time, it also prepares us for a more challenging future by transforming our businesses, developing new capabilities and investing in our people. "
1162,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"However, several areas can be improved: "
1163,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"The first is how the ""Committee Against Profiteering"" can prevent businesses from profiteering from the GST hike. Second, in light of future challenges, how do we remain relevant in the global economy and drive sector-specific industry transformation via the Industry Transformation Maps? Third, we must continue our journey towards inclusive growth by providing assistance for platform workers, providing job opportunities for senior citizens who still wish to work and special needs workers and, and also address workplace discrimination through TAFEP legislation."
1164,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"(In English): Mr Speaker, Sir, this is a balanced Budget. it provides support to workers, businesses and households in tackling the immediate challenges brought about by the pandemic while positioning ourselves to be future ready, by continuing our journey towards transforming our businesses, developing new capabilities and investing in our people. I am heartened that we continue to invest in our people and strengthen our social compact. We have always committed ourselves towards inclusive growth and we will continue to do so."
1165,Sharael Taha,Pasir Ris-Punggol,1/3/2022,"Notwithstanding the clarifications above, I rise in support of the Budget."
1166,Sylvia Lim,Aljunied,1/3/2022,"In the concluding paragraphs of the Budget Statement, the Finance Minister highlighted how various sectors of Singapore society rose to the challenges posed by the COVID-19 pandemic. He applauded the Singapore spirit, as seen from frontline workers to those who set up community care facilities to the footballers and fans at the AFF Suzuki Cup semi-final. He was emphatic that Singapore would always prevail so long as we stood side by side in solidarity with one another. "
1167,Sylvia Lim,Aljunied,1/3/2022,"There is nothing to disagree with this. That said, two years on into the pandemic, it is appropriate to start evaluating how governments and people across the world responded to the pandemic, not just in terms of the health and economic impacts, but also what lessons or hints can be drawn about a nation’s culture and innovative potential. "
1168,Sylvia Lim,Aljunied,1/3/2022,"One analysis early on into the pandemic studied how 57 countries around the world responded to the pandemic. This study was published early last year in The Lancet by Prof Michele Gelfand, a cultural psychologist at the University of Maryland, USA and several colleagues. Prof Gelfand divided the countries based on whether they had “tight” or “loose” cultures."
1169,Sylvia Lim,Aljunied,1/3/2022,"Thus, for instance, countries like China and Singapore were classified as having tight cultures, in that our societies tended to be highly respectful of rules and norms; contrast this with a country like the United States, where people tended to defy them. She observed, unsurprisingly, that loose countries had more difficulties enforcing social distancing measures due to the attitude of the people to rules; this in turn was associated with more COVID-19 deaths and serious illness in loose countries compared to tight countries. "
1170,Sylvia Lim,Aljunied,1/3/2022,"To be clear, these findings were more about the culture of the people rather than what the state did. For us here, classified as a tight culture, Singaporeans have fared well to comply with rules and guidance; this has contributed to keeping the overall health impacts of COVID in Singapore at a relatively manageable level. "
1171,Sylvia Lim,Aljunied,1/3/2022,"In talking about Prof Gelfand’s study some months later, CNN anchor Fareed Zakaria went further. He noted that as the COVID-19 pandemic raged on, the development of vaccines shed another dimension on tight and loose cultures. He observed that some of the loosest countries, which fared poorly in managing the pandemic through social distancing measures, were the most innovative and dynamic at developing, procuring and distributing the vaccine. These loose countries included the United States, Britain, Israel and Chile. Mr Zakaria posited that the very traits that made it hard to follow social distancing rules, were the ones that helped generate the solution to the problem. He concluded that these loose countries benefitted from the creativity, risk-taking and rule-breaking that was endemic in their people. Today, it is clear how these solutions have benefited humankind across the globe. "
1172,Sylvia Lim,Aljunied,1/3/2022,"While Singapore has done relatively well in the pandemic for health outcomes, it would be opportune to do a stock-take of how we did to invent or create solutions for COVID-19. On the one hand, there are some indications of significant breakthroughs. For instance, it was reported that a Singapore team from Duke-NUS had developed a COVID-19 neutralising antibody test kit, which was the first of its kind to get approval from the American Food and Drug Administration. Another example is the COVID-19 PCR test kit developed by DSO National Laboratories, that did not require reagents to process samples. On the other hand, despite some initial hype, the Health Sciences Authority (HSA) has yet to approve for public use any Singapore manufactured vaccine or Antigen Rapid Test kit for home use, arguably two of the most critical resources needed in the pandemic. "
1173,Sylvia Lim,Aljunied,1/3/2022,"Speaker, a lack of locally manufactured solutions is not just a matter of national pride. We have experienced first-hand how, in a global pandemic, needing to procure supplies from abroad subjects us to market forces and has resulted in supply shortages. "
1174,Sylvia Lim,Aljunied,1/3/2022,"On a related note, the Budget Statement highlighted that the mRNA vaccine manufacturer, BioNTech, will establish a manufacturing facility here. I also note the recent announcement that work has started on a new vaccine manufacturing facility at Depot Road by Hilleman Laboratories. This facility is part of efforts by the Economic Development Board to strengthen capabilities across the biopharmaceutical manufacturing value chain. These are reassuring developments. "
1175,Sylvia Lim,Aljunied,1/3/2022,"Nevertheless, we should strive to move up the value chain, to be the owners of such intellectual property. This raises the more general question: what is the state of Singapore’s capacity to innovate? "
1176,Sylvia Lim,Aljunied,1/3/2022,"According to the Global Innovation Index 2021 published by the World Intellectual Property Office, Singapore ranked overall eighth globally, and has been in the top 10 list for more than a decade. When one drills down further to why Singapore is ranked highly, we see that this is mainly due to its institutions and market and business sophistication. We did not fare so well in the area of Creative Outputs and Knowledge and Technology Outputs. For a high income country, we were ranked especially weak in the areas of Knowledge Creation and the Registration of Trademarks and Industrial Designs. For the 2021 ranking, it is notable that South Korea shot to fifth position and overtook Singapore. The report highlighted that countries like South Korea were particularly active in commercialising and patenting inventions in health-related technologies during the pandemic. South Korea was especially strong in registering patents, trademarks and industrial designs. "
1177,Sylvia Lim,Aljunied,1/3/2022,"Sir, we should do some introspection on why we seem to be somewhat lagging in the area of Creative Outputs and Knowledge and Technology Outputs. As a high income country, we can contribute more to improve the quality of life for humankind. Do we need to do more to nurture creativity and risk-taking? Are there other inhibitors in Singapore’s ecosystem that need to be addressed?  These need constant review."
1178,Sylvia Lim,Aljunied,1/3/2022,"Sir, the other point I wish to make today concerns inclusivity of the Budget Statement. Budget 2022 is entitled “Charting Our New Way Forward Together”. If one looks at its coverage, it does indeed provide measures that support a broad church – from business to households and workers. It also imposes increased obligations on the more able to contribute more to the public purse, while accelerating salary increases for many low-wage workers.  "
